observ,profile1,tectonics1,tg1,profile2,tectonics2,profile3,tg2,tectonics3,tg3,profile4,tectonics4,tg4,profile5,tectonics5,tg5,profile6,tectonics6,tg6,profile7,tectonics7,tg7,profile8,tectonics8,tg8,profile9,tectonics9,tg9,profile10,tectonics10,tg10,profile11,tectonics11,tg11,profile12,tectonics12,tg12,profile13,tectonics13,tg13,profile14,tectonics14,tg14,profile15,tectonics15,tg15,profile16,tectonics16,tg16,profile17,tectonics17,tg17,profile18,tectonics18,tg18,profile19,tectonics19,tg19,profile20,tectonics20,tg20,profile21,tectonics21,tg21,profile22,tectonics22,tg22,profile23,tectonics23,tg23,profile24,tectonics24,tg24,profile25,tectonics25,tg25
142,-4800,Ph,0.05959421,-5700,Ma,-5500,0.05889147,Pc,0.07532998,-6500,Ma,0.06502649,-3800,Ma,0.06545271,-5650,Ma,0.07206682,-4700,Ph,0.07767503,-1000,Ma,0.07206682,-3700,Ma,0.07532998,-2050,Ma,0.06588456,-2200,Ph,0.06031394,-2200,Ph,0.06813234,-3350,Ph,0.06721504,-5700,Ph,0.05854629,-3700,Ph,0.05469926,-4300,Ph,0.0553049,-5100,Ph,0.0553049,-4500,Ph,0.05268023,-3450,Ph,0.05500041,-3350,Ph,0.05324171,-3400,Ph,0.04720483,-3800,Ph,0.05132705,-4050,Ph,0.08082045,-4800,Ph,0.08082045,-4200,Ph,0.06721504
143,-4850,Ph,0.05959421,-5750,Ma,-5450,0.05889147,Pc,0.07532998,-5650,Ma,0.06502649,-3800,Ma,0.06545271,-5650,Ma,0.07206682,-4650,Ph,0.07767503,-1050,Ma,0.07206682,-3850,Ma,0.07532998,-2100,Ma,0.06588456,-2200,Ph,0.06031394,-2400,Ph,0.06813234,-3350,Ph,0.06721504,-5700,Ph,0.05854629,-3850,Ph,0.05469926,-4350,Ph,0.0553049,-5100,Ph,0.0553049,-4500,Ph,0.05268023,-3500,Ph,0.05500041,-3350,Ph,0.05324171,-3450,Ph,0.04720483,-3800,Ph,0.05132705,-4050,Ph,0.08082045,-4800,Ph,0.08082045,-4200,Ph,0.06721504
144,-4850,Ph,0.05959421,-5750,Ma,-5450,0.05889147,Pc,0.07532998,-5650,Ma,0.06502649,-3750,Ma,0.06545271,-5650,Ma,0.07206682,-4650,Ph,0.07767503,-1050,Ma,0.07206682,-3850,Ma,0.07532998,-2100,Ma,0.06588456,-3950,Ph,0.06031394,-2400,Ph,0.06813234,-3900,Ph,0.06721504,-5750,Ph,0.05854629,-3850,Ph,0.05469926,-4350,Ph,0.0553049,-5200,Ph,0.0553049,-4500,Ph,0.05268023,-3500,Ph,0.05500041,-3400,Ph,0.05324171,-3450,Ph,0.04720483,-3800,Ph,0.05132705,-4100,Ph,0.08082045,-4850,Ph,0.08082045,-3950,Ph,0.06721504
145,-4850,Ph,0.05959421,-5750,Ma,-5400,0.05889147,Pc,0.07532998,-5650,Ma,0.06502649,-3750,Ma,0.06545271,-5600,Ma,0.07206682,-4600,Ph,0.07767503,-1100,Ma,0.07206682,-1950,Ma,0.07532998,-2450,Ma,0.06588456,-3950,Ph,0.06031394,-2350,Ph,0.06813234,-3900,Ph,0.06721504,-5750,Ph,0.05854629,-3850,Ph,0.05469926,-4350,Ph,0.0553049,-5200,Ph,0.0553049,-4500,Ph,0.05268023,-3500,Ph,0.05500041,-3400,Ph,0.05324171,-3450,Ph,0.04720483,-3800,Ph,0.05132705,-4100,Ph,0.08082045,-4850,Ph,0.08082045,-3950,Ph,0.06721504
146,-4850,Ph,0.05959421,-5750,Ma,-5400,0.05889147,Pc,0.07532998,-5650,Ma,0.06502649,-3700,Ma,0.06545271,-5600,Ma,0.07206682,-4600,Ph,0.07767503,-1100,Ma,0.07206682,-1950,Ma,0.07532998,-2450,Ma,0.06588456,-4000,Ph,0.06031394,-2350,Ph,0.06813234,-1200,Ph,0.06721504,-5800,Ph,0.05854629,-3850,Ph,0.05469926,-4350,Ph,0.0553049,-4900,Ph,0.0553049,-4300,Ph,0.05268023,-3500,Ph,0.05500041,-3400,Ph,0.05324171,-3450,Ph,0.04720483,-3850,Ph,0.05132705,-4100,Ph,0.08082045,-4900,Ph,0.08082045,-3900,Ph,0.06721504
147,-4850,Ph,0.05959421,-4700,Ma,-5850,0.05889147,Pc,0.07532998,-5600,Ma,0.06502649,-3700,Ma,0.06545271,-5600,Ma,0.07206682,-4550,Ph,0.07767503,-1150,Ma,0.07206682,-1900,Ma,0.07532998,-1650,Ma,0.06588456,-4000,Ph,0.06031394,-2300,Ph,0.06813234,-1200,Ph,0.06721504,-5800,Ph,0.05854629,-3850,Ph,0.05469926,-4400,Ph,0.0553049,-4900,Ph,0.0553049,-4300,Ph,0.05268023,-3550,Ph,0.05500041,-3400,Ph,0.05324171,-3500,Ph,0.04720483,-3850,Ph,0.05132705,-4100,Ph,0.08082045,-4900,Ph,0.08082045,-3900,Ph,0.06721504
148,-4850,Ph,0.05959421,-4700,Ma,-5850,0.05889147,Pc,0.07532998,-5600,Ma,0.06502649,-3650,Ma,0.06545271,-5600,Ma,0.07206682,-4550,Ph,0.07767503,-1150,Ma,0.07206682,-1900,Ma,0.07532998,-1650,Ma,0.06588456,-3900,Ph,0.06031394,-2300,Ph,0.06813234,-3300,Ph,0.06721504,-5950,Ph,0.05854629,-3850,Ph,0.05469926,-4400,Ph,0.0553049,-5050,Ph,0.0553049,-4300,Ph,0.05268023,-3550,Ph,0.05500041,-3450,Ph,0.05324171,-3500,Ph,0.04720483,-3850,Ph,0.05132705,-4100,Ph,0.08082045,-4950,Ph,0.08082045,-3850,Ph,0.06721504
149,-4850,Ph,0.05959421,-4750,Ma,-5850,0.05889147,Pc,0.07532998,-5600,Ma,0.06502649,-3650,Ma,0.06545271,-5600,Ma,0.07206682,-4500,Ma,0.07767503,-1200,Ma,0.07206682,-3750,Ma,0.07532998,-1700,Ma,0.06588456,-3900,Ph,0.06031394,-1900,Ph,0.06813234,-3300,Ph,0.06721504,-5950,Ph,0.05854629,-3900,Ph,0.05469926,-4400,Ph,0.0553049,-5050,Ph,0.0553049,-4300,Ph,0.05268023,-3550,Ph,0.05500041,-3450,Ph,0.05324171,-3500,Ph,0.04720483,-3850,Ph,0.05132705,-4150,Ph,0.08082045,-4950,Ph,0.08082045,-3850,Ph,0.06721504
150,-4900,Ph,0.05959421,-4750,Ma,-5850,0.05889147,Pc,0.07532998,-5600,Ma,0.06502649,-3600,Ma,0.06545271,-5600,Ma,0.07206682,-4500,Ma,0.07767503,-1200,Ma,0.07206682,-3750,Ma,0.07532998,-1700,Ma,0.06588456,-3150,Ph,0.06031394,-1900,Ph,0.06813234,-3400,Ph,0.06721504,-5850,Ph,0.05854629,-3900,Ph,0.05469926,-4400,Ph,0.0553049,-5700,Ph,0.0553049,-4250,Ph,0.05268023,-3550,Ph,0.05500041,-3450,Ph,0.05324171,-3500,Ph,0.04720483,-3850,Ph,0.05132705,-4150,Ph,0.08082045,-5000,Ph,0.08082045,-3800,Ph,0.06721504
151,-4900,Ph,0.05959421,-4800,Ma,-5850,0.05889147,Pc,0.07532998,-5550,Ma,0.06502649,-3600,Ma,0.06545271,-5600,Ma,0.07206682,-4450,Ma,0.07767503,-4700,Ma,0.07206682,-3800,Ma,0.07532998,-1750,Ma,0.06588456,-3150,Ph,0.06031394,-1950,Ph,0.06813234,-3400,Ph,0.06721504,-5850,Ph,0.05854629,-3900,Ph,0.05469926,-4450,Ph,0.0553049,-5700,Ph,0.0553049,-4250,Ph,0.05268023,-3600,Ph,0.05500041,-3450,Ph,0.05324171,-3550,Ph,0.04720483,-3900,Ph,0.05132705,-4150,Ph,0.08082045,-5000,Ph,0.08082045,-3800,Ph,0.06721504
152,-4900,Ph,0.05959421,-4800,Ma,-5850,0.05889147,Pc,0.07532998,-5550,Ma,0.06502649,-4950,Ma,0.06545271,-5600,Ma,0.07206682,-4450,Ma,0.07767503,-4700,Ma,0.07206682,-3800,Ma,0.07532998,-1750,Ma,0.06588456,-3200,Ph,0.06031394,-1950,Ph,0.06813234,-2150,Ph,0.06721504,-5900,Ph,0.05854629,-3900,Ph,0.05469926,-4450,Ph,0.0553049,-5800,Ph,0.0553049,-4250,Ph,0.05268023,-3600,Ph,0.05500041,-3500,Ph,0.05324171,-3550,Ph,0.04720483,-3900,Ph,0.05132705,-4150,Ph,0.08082045,-4650,Ph,0.08082045,-3750,Ph,0.06721504
153,-4900,Ph,0.05959421,-4850,Ma,-5850,0.05889147,Pc,0.07532998,-5550,Ma,0.06502649,-4950,Ma,0.06545271,-5600,Ma,0.07206682,-4400,Ma,0.07767503,-4700,Ma,0.07206682,-3950,Ma,0.07532998,-1800,Ma,0.06588456,-3200,Ma,0.06031394,-2000,Ph,0.06813234,-2150,Ph,0.06721504,-5900,Ph,0.05854629,-3900,Ph,0.05469926,-4450,Ph,0.0553049,-5800,Ph,0.0553049,-4250,Ph,0.05268023,-3600,Ph,0.05500041,-3500,Ph,0.05324171,-3550,Ph,0.04720483,-3900,Ph,0.05132705,-4150,Ph,0.08082045,-4650,Ph,0.08082045,-3750,Ph,0.06721504
154,-4900,Ph,0.05959421,-4850,Ma,-5850,0.05889147,Pc,0.07532998,-5500,Ma,0.06502649,-5000,Ma,0.06545271,-5600,Ma,0.07206682,-4400,Ma,0.07767503,-4650,Ma,0.07206682,-3950,Ma,0.07532998,-1800,Ma,0.06588456,-3950,Ma,0.06031394,-2000,Ph,0.06813234,-2200,Ph,0.06721504,-5650,Ph,0.05854629,-3900,Ph,0.05469926,-4450,Ph,0.0553049,-5850,Ph,0.0553049,-4000,Ph,0.05268023,-3600,Ph,0.05500041,-3500,Ph,0.05324171,-3550,Ph,0.04720483,-3900,Ph,0.05132705,-4200,Ph,0.08082045,-4650,Ph,0.08082045,-3700,Ph,0.06721504
155,-4900,Ph,0.05959421,-4050,Ma,-5850,0.05889147,Pc,0.07532998,-5500,Ma,0.06502649,-5000,Ma,0.06545271,-5600,Ma,0.07206682,-4800,Ma,0.07767503,-4650,Ma,0.07206682,-3900,Ma,0.07532998,-1850,Ma,0.06588456,-3950,Ma,0.06031394,-2050,Ph,0.06813234,-2200,Ph,0.06721504,-5650,Ph,0.05854629,-5400,Ph,0.05469926,-4500,Ph,0.0553049,-5850,Ph,0.0553049,-4000,Ph,0.05268023,-3000,Ph,0.05500041,-3500,Ph,0.05324171,-3600,Ph,0.04720483,-3900,Ph,0.05132705,-4200,Ph,0.08082045,-4650,Ph,0.08082045,-3700,Ph,0.06721504
156,-4900,Ph,0.05959421,-4050,Ma,-5850,0.05889147,Pc,0.07532998,-5500,Ma,0.06502649,-5050,Ma,0.06545271,-5550,Ma,0.07206682,-4800,Ma,0.07767503,-4650,Ma,0.07206682,-3900,Ma,0.07532998,-1850,Ma,0.06588456,-3600,Ma,0.06031394,-2050,Ph,0.06813234,-2250,Ph,0.06721504,-5900,Ph,0.05854629,-5450,Ph,0.05469926,-4500,Ph,0.0553049,-5150,Ph,0.0553049,-4000,Ph,0.05268023,-3000,Ph,0.05500041,-3550,Ph,0.05324171,-3600,Ph,0.04720483,-3900,Ph,0.05132705,-4200,Ph,0.08082045,-4650,Ph,0.08082045,-4500,Ph,0.06721504
157,-4950,Ph,0.05959421,-4100,Ma,-5850,0.05889147,Pc,0.07532998,-2400,Ma,0.06502649,-5050,Ma,0.06545271,-5550,Ma,0.07206682,-4750,Ma,0.07767503,-4600,Ma,0.07206682,-3850,Ma,0.07532998,-1900,Ma,0.06588456,-3600,Ma,0.06031394,-2100,Ph,0.06813234,-2250,Ph,0.06721504,-5900,Ph,0.05854629,-5050,Ph,0.05469926,-4550,Ph,0.0553049,-5150,Ph,0.0553049,-4000,Ph,0.05268023,-3050,Ph,0.05500041,-3550,Ph,0.05324171,-3600,Ph,0.04720483,-3900,Ph,0.05132705,-3650,Ph,0.08082045,-4650,Ph,0.08082045,-4500,Ph,0.06721504
158,-4950,Ph,0.05959421,-4100,Ma,-5850,0.05889147,Pc,0.07532998,-2400,Ma,0.06502649,-5100,Ma,0.06545271,-5550,Ma,0.07206682,-4750,Ma,0.07767503,-4600,Ma,0.07206682,-3850,Ma,0.07532998,-1900,Ma,0.06588456,-4100,Ma,0.06031394,-2100,Ph,0.06813234,-2300,Ph,0.06721504,-5800,Ph,0.05854629,-5050,Ph,0.05469926,-4550,Ph,0.0553049,-5200,Ph,0.0553049,-4050,Ph,0.05268023,-3050,Ph,0.05500041,-3550,Ph,0.05324171,-3600,Ph,0.04720483,-3900,Ph,0.05132705,-3650,Ph,0.08082045,-4650,Ph,0.08082045,-4450,Ph,0.06721504
159,-4950,Ph,0.05959421,-4150,Ma,-6250,0.05889147,Pc,0.07532998,-2350,Ma,0.06502649,-5100,Ma,0.06545271,-5550,Ma,0.07206682,-3100,Ma,0.07767503,-4600,Ma,0.07206682,-4000,Ma,0.07532998,-1950,Ma,0.06588456,-4100,Ma,0.06031394,-2150,Ph,0.06813234,-2300,Ph,0.06721504,-5800,Ph,0.05854629,-5050,Ph,0.05469926,-3950,Ph,0.0553049,-5200,Ph,0.0553049,-4050,Ph,0.05268023,-3100,Ph,0.05500041,-3550,Ph,0.05324171,-3000,Ph,0.04720483,-3900,Ph,0.05132705,-3650,Ph,0.08082045,-4650,Ph,0.08082045,-4450,Ph,0.06721504
160,-4950,Ph,0.05959421,-4150,Ma,-6250,0.05889147,Pc,0.07532998,-2350,Ma,0.06502649,-4800,Ma,0.06545271,-5550,Ma,0.07206682,-3100,Ma,0.07767503,-4550,Ma,0.07206682,-4000,Ma,0.07532998,-1950,Ma,0.06588456,-4100,Ma,0.06031394,-2150,Ph,0.06813234,-2350,Ph,0.06721504,-5850,Ph,0.05854629,-5100,Ph,0.05469926,-3950,Ph,0.0553049,-5250,Ph,0.0553049,-4050,Ph,0.05268023,-3100,Ph,0.05500041,-3600,Ph,0.05324171,-3000,Ph,0.04720483,-3950,Ph,0.05132705,-3650,Ph,0.08082045,-4650,Ph,0.08082045,-4400,Ph,0.06721504
161,-4950,Ph,0.05959421,-4200,Ma,-6200,0.05889147,Pc,0.07532998,-5400,Ma,0.06502649,-4800,Ma,0.06545271,-5550,Ma,0.07206682,-3250,Ma,0.07767503,-4550,Ma,0.07206682,-4000,Ma,0.07532998,-1300,Ma,0.06588456,-4100,Ma,0.06031394,-2200,Ph,0.06813234,-2350,Ph,0.06721504,-5850,Ph,0.05854629,-5100,Ph,0.05469926,-4000,Ph,0.0553049,-5250,Ph,0.0553049,-4050,Ph,0.05268023,-3100,Ph,0.05500041,-3600,Ph,0.05324171,-3050,Ph,0.04720483,-3950,Ph,0.05132705,-3650,Ph,0.08082045,-4650,Ph,0.08082045,-4400,Ph,0.06721504
162,-4950,Ph,0.05959421,-4200,Ma,-6200,0.05889147,Pc,0.07532998,-5400,Ma,0.06502649,-4850,Ma,0.06545271,-5550,Ma,0.07206682,-3250,Ma,0.07767503,-4550,Ma,0.07206682,-4000,Ma,0.07532998,-1300,Ma,0.06588456,-4100,Ma,0.06031394,-2200,Ph,0.06813234,-2400,Ph,0.06721504,-6000,Ph,0.05854629,-5100,Ph,0.05469926,-4000,Ph,0.0553049,-4800,Ph,0.0553049,-4100,Ph,0.05268023,-3100,Ph,0.05500041,-3600,Ph,0.05324171,-3050,Ph,0.04720483,-3950,Ph,0.05132705,-3650,Ph,0.08082045,-4550,Ph,0.08082045,-4350,Ph,0.06721504
163,-4950,Ph,0.05959421,-4250,Ma,-5800,0.05889147,Pc,0.07532998,-5400,Ma,0.06502649,-4850,Ma,0.06545271,-5550,Ma,0.07206682,-3200,Ma,0.07767503,-4500,Ma,0.07206682,-3950,Ma,0.07532998,-1350,Ma,0.06588456,-4100,Ma,0.06031394,-1850,Ph,0.06813234,-2400,Ph,0.06721504,-6000,Ph,0.05854629,-5150,Ph,0.05469926,-4000,Ph,0.0553049,-4800,Ph,0.0553049,-4100,Ph,0.05268023,-3150,Ph,0.05500041,-3600,Ph,0.05324171,-3100,Ph,0.04720483,-3950,Ph,0.05132705,-3700,Ph,0.08082045,-4550,Ph,0.08082045,-4350,Ph,0.06721504
164,-5000,Ph,0.05959421,-4250,Ma,-5800,0.05889147,Pc,0.07532998,-5450,Ma,0.06502649,-4900,Ma,0.06545271,-5550,Ma,0.07206682,-3200,Ma,0.07767503,-4500,Ma,0.07206682,-3950,Ma,0.07532998,-1350,Ma,0.06588456,-4050,Ma,0.06031394,-1850,Ph,0.06813234,-2450,Ph,0.06721504,-5950,Ph,0.05854629,-5200,Ph,0.05469926,-4000,Ph,0.0553049,-4850,Ph,0.0553049,-4100,Ph,0.05268023,-3150,Ph,0.05500041,-3000,Ph,0.05324171,-3100,Ph,0.04720483,-3950,Ph,0.05132705,-3700,Ph,0.08082045,-4550,Ph,0.08082045,-4300,Ph,0.06721504
165,-5000,Ph,0.05959421,-4300,Ma,-5800,0.05889147,Pc,0.07532998,-5450,Ma,0.06502649,-4900,Ma,0.06545271,-5550,Ma,0.07206682,-3150,Ma,0.07767503,-4500,Ma,0.07206682,-3950,Ma,0.07532998,-1400,Ma,0.06588456,-4050,Ma,0.06031394,-1750,Ph,0.06813234,-2450,Ph,0.06721504,-5950,Ph,0.05854629,-5250,Ph,0.05469926,-4050,Ph,0.0553049,-4850,Ph,0.0553049,-4100,Ph,0.05268023,-3150,Ph,0.05500041,-3000,Ph,0.05324171,-3150,Ph,0.04720483,-3950,Ph,0.05132705,-3700,Ph,0.08082045,-4550,Ph,0.08082045,-4300,Ph,0.06721504
166,-5000,Ph,0.05959421,-4300,Ma,-5800,0.05889147,Pc,0.07532998,-5450,Ma,0.06502649,-4700,Ma,0.06545271,-5550,Ma,0.07206682,-3150,Ma,0.07767503,-4450,Ma,0.07206682,-3950,Ma,0.07532998,-1400,Ma,0.06588456,-4050,Ma,0.06031394,-1750,Ph,0.06813234,-2100,Ph,0.06721504,-5950,Ph,0.05854629,-5300,Ph,0.05469926,-4050,Ph,0.0553049,-4900,Ph,0.0553049,-4150,Ph,0.05268023,-3150,Ph,0.05500041,-3050,Ph,0.05324171,-3150,Ph,0.04720483,-3950,Ph,0.05132705,-3700,Ph,0.08082045,-4550,Ph,0.08082045,-4050,Ph,0.06721504
167,-5000,Ph,0.05959421,-4350,Ma,-5800,0.05889147,Pc,0.07532998,-5050,Ma,0.06502649,-4700,Ma,0.06545271,-5500,Ma,0.07206682,-3700,Ma,0.07767503,-4450,Ma,0.07206682,-3750,Ma,0.07532998,-1450,Ma,0.06588456,-4050,Ma,0.06031394,-1800,Ph,0.06813234,-2100,Ph,0.06721504,-5950,Ph,0.05854629,-5350,Ph,0.05469926,-4050,Ph,0.0553049,-4900,Ph,0.0553049,-4150,Ph,0.05268023,-3150,Ph,0.05500041,-3050,Ph,0.05324171,-3200,Ph,0.04720483,-3300,Ph,0.05132705,-3700,Ph,0.08082045,-4600,Ph,0.08082045,-4050,Ph,0.06721504
168,-5000,Ph,0.05959421,-4350,Ma,-5800,0.05889147,Pc,0.07532998,-5050,Ma,0.06502649,-4750,Ma,0.06545271,-5500,Ma,0.07206682,-3700,Ma,0.07767503,-4450,Ma,0.07206682,-3750,Ma,0.07532998,-1450,Ma,0.06588456,-4050,Ma,0.06031394,-1800,Ph,0.06813234,-1900,Ph,0.06721504,-3800,Ph,0.05854629,-4700,Ph,0.05469926,-4050,Ph,0.0553049,-4950,Ph,0.0553049,-4150,Ph,0.05268023,-3150,Ph,0.05500041,-3100,Ph,0.05324171,-3200,Ph,0.04720483,-3300,Ph,0.05132705,-3700,Ph,0.08082045,-4600,Ph,0.08082045,-4100,Ph,0.06721504
169,-5000,Ph,0.05959421,-3800,Ma,-5800,0.05889147,Pc,0.07532998,-5050,Ma,0.06502649,-4750,Ma,0.06545271,-5500,Ma,0.07206682,-3750,Ma,0.07767503,-4400,Ma,0.07206682,-4100,Ma,0.07532998,-1500,Ma,0.06588456,-4050,Ma,0.06031394,-1850,Ph,0.06813234,-1900,Ph,0.06721504,-3800,Ph,0.05854629,-4750,Ph,0.05469926,-4100,Ph,0.0553049,-4950,Ph,0.0553049,-4150,Ph,0.05268023,-3200,Ph,0.05500041,-3100,Ph,0.05324171,-3250,Ph,0.04720483,-3300,Ph,0.05132705,-3700,Ph,0.08082045,-4600,Ph,0.08082045,-4100,Ph,0.06721504
170,-5000,Ph,0.05959421,-3800,Ma,-5800,0.05889147,Pc,0.07532998,-5100,Ma,0.06502649,-4600,Ma,0.06545271,-5500,Ma,0.07206682,-3750,Ma,0.07767503,-4400,Ma,0.07206682,-4100,Ma,0.07532998,-1500,Ma,0.06588456,-4000,Ma,0.06031394,-1850,Ph,0.06813234,-1950,Ph,0.06721504,-3800,Ph,0.05854629,-4800,Ph,0.05469926,-4100,Ph,0.0553049,-5000,Ph,0.0553049,-4200,Ph,0.05268023,-3200,Ph,0.05500041,-3150,Ph,0.05324171,-3250,Ph,0.04720483,-3300,Ph,0.05132705,-3750,Ph,0.08082045,-4600,Ph,0.08082045,-4000,Ph,0.06721504
171,-4650,Ph,0.05959421,-3850,Ma,-5800,0.05889147,Pc,0.07532998,-5100,Ma,0.06502649,-4600,Ma,0.06545271,-5500,Ma,0.07206682,-3800,Ma,0.07767503,-4400,Ma,0.07206682,-4050,Ma,0.07532998,-1550,Ma,0.06588456,-4000,Ma,0.06031394,-5400,Ph,0.06813234,-1950,Ph,0.06721504,-3800,Ph,0.05854629,-4850,Ph,0.05469926,-4100,Ph,0.0553049,-5000,Ph,0.0553049,-4200,Ph,0.05268023,-3200,Ph,0.05500041,-3150,Ph,0.05324171,-4850,Ph,0.04720483,-3350,Ph,0.05132705,-3750,Ph,0.08082045,-4600,Ph,0.08082045,-4000,Ph,0.06721504
172,-4650,Ph,0.05959421,-3850,Ma,-5800,0.05889147,Pc,0.07532998,-5100,Ma,0.06502649,-4600,Ma,0.06545271,-5500,Ma,0.07206682,-3800,Ma,0.07767503,-4800,Ma,0.07206682,-4050,Ma,0.07532998,-1550,Ma,0.06588456,-4000,Ma,0.06031394,-5400,Ph,0.06813234,-2000,Ph,0.06721504,-3800,Ph,0.05854629,-4900,Ph,0.05469926,-4100,Ph,0.0553049,-5050,Ph,0.0553049,-4200,Ph,0.05268023,-3200,Ph,0.05500041,-3200,Ph,0.05324171,-4850,Ph,0.04720483,-3350,Ph,0.05132705,-3750,Ph,0.08082045,-4600,Ph,0.08082045,-4150,Ph,0.06721504
173,-4650,Ph,0.05959421,-3900,Ma,-5800,0.05889147,Pc,0.07532998,-5150,Ma,0.06502649,-4600,Ma,0.06545271,-5500,Ma,0.07206682,-3850,Ma,0.07767503,-4800,Ma,0.07206682,-4150,Ma,0.07532998,-1600,Ma,0.06588456,-4000,Ma,0.06031394,-5400,Ph,0.06813234,-2000,Ph,0.06721504,-3800,Ph,0.05854629,-4950,Ph,0.05469926,-4150,Ph,0.0553049,-5050,Ph,0.0553049,-4200,Ph,0.05268023,-3250,Ph,0.05500041,-3200,Ph,0.05324171,-4700,Ph,0.04720483,-3350,Ph,0.05132705,-3750,Ph,0.08082045,-4600,Ph,0.08082045,-4150,Ph,0.06721504
174,-4650,Ph,0.05959421,-3900,Ma,-5800,0.05889147,Pc,0.07532998,-5150,Ma,0.06502649,-4650,Ma,0.06545271,-2400,Ma,0.07206682,-3850,Ma,0.07767503,-4800,Ma,0.07206682,-4150,Ma,0.07532998,-1600,Ma,0.06588456,-4000,Ma,0.06031394,-5450,Ph,0.06813234,-2050,Ph,0.06721504,-3750,Ph,0.05854629,-5000,Ph,0.05469926,-4150,Ph,0.0553049,-5100,Ph,0.0553049,-4200,Ph,0.05268023,-3250,Ph,0.05500041,-3250,Ph,0.05324171,-4700,Ph,0.04720483,-3350,Ph,0.05132705,-3750,Ph,0.08082045,-4600,Ph,0.08082045,-6300,Ph,0.06721504
175,-4650,Ph,0.05959421,-3950,Ma,-5600,0.05889147,Pc,0.07532998,-5150,Ma,0.06502649,-4650,Ma,0.06545271,-2400,Ma,0.07206682,-3900,Ma,0.07767503,-4750,Ma,0.07206682,-4200,Ma,0.07532998,-950,Ma,0.06588456,-4000,Ma,0.06031394,-5450,Ph,0.06813234,-2050,Ph,0.06721504,-3750,Ph,0.05854629,-4650,Ph,0.05469926,-4150,Ph,0.0553049,-5100,Ph,0.0553049,-4200,Ph,0.05268023,-3250,Ph,0.05500041,-3250,Ph,0.05324171,-4750,Ph,0.04720483,-3400,Ph,0.05132705,-3800,Ph,0.08082045,-4600,Ph,0.08082045,-6300,Ph,0.06721504
176,-4550,Ph,0.05959421,-3950,Ma,-5600,0.05889147,Pc,0.07532998,-5200,Ma,0.06502649,-4650,Ma,0.06545271,-2350,Ma,0.07206682,-3900,Ma,0.07767503,-4750,Ma,0.07206682,-4200,Ma,0.07532998,-950,Ma,0.06588456,-4200,Ma,0.06031394,-5450,Ph,0.06813234,-2100,Ph,0.06721504,-3750,Ph,0.05854629,-4550,Ph,0.05469926,-4150,Ph,0.0553049,-4450,Ph,0.0553049,-3650,Ph,0.05268023,-3250,Ph,0.05500041,-4550,Ph,0.05324171,-4750,Ph,0.04720483,-3400,Ph,0.05132705,-3800,Ph,0.08082045,-4600,Ph,0.08082045,-6350,Ph,0.06721504
177,-4550,Ph,0.05959421,-4000,Ma,-5500,0.05889147,Pc,0.07532998,-5200,Ma,0.06502649,-4650,Ma,0.06545271,-2350,Ma,0.07206682,-3150,Ma,0.07767503,-4750,Ma,0.07206682,-4350,Ma,0.07532998,-1000,Ma,0.06588456,-4200,Ma,0.06031394,-5050,Ph,0.06813234,-2100,Ph,0.06721504,-3750,Ph,0.05854629,-4550,Ph,0.05469926,-4200,Ph,0.0553049,-4450,Ph,0.0553049,-3650,Ph,0.05268023,-4750,Ph,0.05500041,-4550,Ph,0.05324171,-2850,Ph,0.04720483,-3400,Ph,0.05132705,-3800,Ph,0.08082045,-4600,Ph,0.08082045,-6350,Ph,0.06721504
178,-4550,Ph,0.05959421,-4000,Ma,-5500,0.05889147,Pc,0.07532998,-5200,Ma,0.06502649,-4500,Ma,0.06545271,-3800,Ma,0.07206682,-3150,Ma,0.07767503,-1850,Ma,0.07206682,-4350,Ma,0.07532998,-1000,Ma,0.06588456,-4250,Ma,0.06031394,-5100,Ph,0.06813234,-2150,Ph,0.06721504,-3750,Ph,0.05854629,-4600,Ph,0.05469926,-4200,Ph,0.0553049,-4500,Ph,0.0553049,-3650,Ph,0.05268023,-4750,Ph,0.05500041,-4700,Ph,0.05324171,-2850,Ph,0.04720483,-3400,Ph,0.05132705,-3800,Ph,0.08082045,-4600,Ph,0.08082045,-4600,Ph,0.06721504
179,-4550,Ph,0.05959421,-5850,Ma,-5650,0.05889147,Pc,0.07532998,-5250,Ma,0.06502649,-4500,Ma,0.06545271,-3800,Ma,0.07206682,-3200,Ma,0.07767503,-1850,Ma,0.07206682,-4400,Ma,0.07532998,-1050,Ma,0.06588456,-4250,Ma,0.06031394,-5150,Ph,0.06813234,-2150,Ph,0.06721504,-3750,Ph,0.05854629,-4350,Ph,0.05469926,-4200,Ph,0.0553049,-4500,Ph,0.0553049,-3650,Ph,0.05268023,-4700,Ph,0.05500041,-4700,Ph,0.05324171,-2900,Ph,0.04720483,-3400,Ph,0.05132705,-3800,Ph,0.08082045,-4600,Ph,0.08082045,-4600,Ph,0.06721504
